id,out_duration,return_duration,out_time,return_time,out_stops,out_airline,price,scraped_time
287,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-24 19:09:45
288,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-24 19:09:45
289,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 18:16:59
290,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 18:16:59
291,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,844.0,2024-12-24 17:10:51
292,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,844.0,2024-12-24 17:10:51
293,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 16:14:50
294,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 16:14:50
295,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-24 15:12:39
296,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-24 15:12:39
297,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 14:11:55
298,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 14:11:55
299,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2024-12-24 13:18:39
300,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2024-12-24 13:18:39
301,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-24 12:24:30
302,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 12:24:30
303,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 11:10:56
304,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 11:10:56
305,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 10:13:31
306,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 10:13:31
307,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-24 09:13:30
308,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-24 09:13:30
309,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-24 08:17:01
310,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-24 08:17:01
311,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 07:12:15
312,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 07:12:15
313,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 06:18:31
314,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 06:18:31
315,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 05:13:04
316,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 05:13:04
317,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 04:15:57
318,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 04:15:57
319,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 03:17:59
320,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 03:17:59
321,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 02:43:47
322,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 02:43:47
323,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 01:00:47
324,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 01:00:47
325,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-23 23:12:03
326,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-23 23:12:03
327,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 22:12:08
328,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 22:12:08
329,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 21:11:42
330,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 21:11:42
331,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 20:13:36
332,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 20:13:36
333,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 19:09:56
334,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 19:09:56
335,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-23 18:17:02
336,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-23 18:17:02
337,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 17:11:40
338,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 17:11:40
339,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 16:15:20
340,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 16:15:20
341,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-23 15:13:07
342,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-23 15:13:07
343,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-23 14:12:35
344,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-23 14:12:35
345,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 13:20:15
346,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 13:20:15
347,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-23 12:24:52
348,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-23 12:24:52
349,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 11:11:01
350,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 11:11:01
351,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,857.0,2024-12-23 10:14:05
352,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,857.0,2024-12-23 10:14:05
353,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-23 09:14:22
354,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-23 09:14:22
355,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 08:17:57
356,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 08:17:57
357,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-23 07:13:06
358,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-23 07:13:06
359,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 06:19:15
360,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 06:19:15
361,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-23 05:13:35
362,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-23 05:13:35
363,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 04:15:59
364,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 04:15:59
365,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 03:19:24
366,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 03:19:24
367,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 02:46:55
368,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 02:46:55
369,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-23 01:02:55
370,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-23 01:02:55
371,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 23:12:59
372,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 23:12:59
373,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 22:11:37
374,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 22:11:37
375,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 21:11:22
376,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 21:11:22
377,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 20:13:07
378,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 20:13:07
379,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 19:09:39
380,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 19:09:39
381,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 18:15:45
382,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 18:15:45
383,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 17:11:36
384,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 17:11:36
385,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 16:13:45
386,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 16:13:45
387,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 15:11:24
388,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 15:11:24
389,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 14:11:34
390,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 14:11:34
391,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 13:16:23
392,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 13:16:23
393,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 12:22:14
394,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 12:22:14
395,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 11:10:03
396,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 11:10:03
397,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 10:11:59
398,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 10:11:59
399,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 09:11:56
400,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 09:11:56
401,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 08:15:18
402,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 08:15:18
403,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 07:11:27
404,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 07:11:27
405,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 06:17:07
406,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 06:17:07
407,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-22 05:12:07
408,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 05:12:07
409,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 04:15:33
410,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 04:15:33
411,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,952.0,2024-12-22 03:20:54
412,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,792.0,2024-12-22 03:20:54
413,6h 45min,7h 20min,"21:35 – 07:20
+1",14:40 – 20:00,direct,Emirates,792.0,2024-12-22 03:20:54
423,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 02:51:00
424,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 02:51:00
425,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-22 01:05:46
426,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-22 01:05:46
427,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 23:11:40
428,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 23:11:40
429,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 22:11:18
430,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 22:11:18
431,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-21 21:11:20
432,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-21 21:11:20
433,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-21 20:13:19
434,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-21 20:13:19
435,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 19:09:33
436,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 19:09:33
437,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 18:15:59
438,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 18:15:59
439,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-21 17:11:26
440,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-21 17:11:26
441,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 16:14:21
442,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 16:14:21
443,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 15:11:41
444,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 15:11:41
445,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-21 14:10:41
446,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-21 14:10:41
447,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 13:15:27
448,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 13:15:27
449,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 12:22:05
450,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 12:22:05
451,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 11:09:27
452,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 11:09:27
453,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 10:12:16
454,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 10:12:16
455,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 09:12:02
456,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 09:12:02
457,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-21 08:15:07
458,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-21 08:15:07
459,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-21 07:11:01
460,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-21 07:11:01
461,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-21 06:16:33
462,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-21 06:16:33
463,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-21 05:12:07
464,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-21 05:12:07
465,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 04:15:32
466,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 04:15:32
467,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 03:15:35
468,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 03:15:35
469,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-21 02:15:37
470,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-21 02:15:37
471,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-21 00:59:53
472,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-21 00:59:53
473,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 23:11:54
474,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 23:11:54
475,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 22:12:13
476,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 22:12:13
477,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 21:11:25
478,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 21:11:25
479,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-20 20:13:51
480,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-20 20:13:51
481,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 19:10:31
482,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 19:10:31
483,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 18:17:09
484,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 18:17:09
485,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 17:11:20
486,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 17:11:20
487,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 16:15:14
488,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 16:15:14
489,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-20 15:13:05
490,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-20 15:13:05
491,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 14:12:05
492,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 14:12:05
493,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 13:19:02
494,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 13:19:02
495,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-20 12:24:12
496,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-20 12:24:12
497,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 11:10:36
498,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 11:10:36
499,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 10:13:44
500,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 10:13:44
501,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-20 09:13:38
502,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-20 09:13:38
503,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 08:17:17
504,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 08:17:17
505,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 07:12:22
506,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 07:12:22
507,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 06:18:40
508,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 06:18:40
509,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 05:13:14
510,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-20 05:13:14
511,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-20 04:15:50
